"Title","Website","Address"
"0 KM","https://www.cifras.com.br/0-km","https://www.e-chords.com/t/f27.gif"
"009 Sound System","https://www.cifras.com.br/009-sound-system","https://www.e-chords.com/t/f25.gif"
"091","https://www.cifras.com.br/091","https://www.e-chords.com/t/f3.gif"
"0h30","https://www.cifras.com.br/0h30","https://www.e-chords.com/t/f1.gif"
"1 Brick Short","https://www.cifras.com.br/1-brick-short","https://www.e-chords.com/t/f2.gif"
"10 13","https://www.cifras.com.br/10-13","https://www.e-chords.com/t/f2.gif"
"1 Girl Nation","https://www.cifras.com.br/1-girl-nation","https://www.e-chords.com/t/f68.gif"
"10 cc","https://www.cifras.com.br/10-cc","https://www.e-chords.com/t/f10.gif"
"10 Ft. Ganja Plant","https://www.cifras.com.br/10-ft-ganja-plant","https://www.e-chords.com/t/f68.gif"
"10 Yers","https://www.cifras.com.br/10-yers","https://www.e-chords.com/t/f10.gif"
"10 Years","https://www.cifras.com.br/10-years","https://www.e-chords.com/t/f10.gif"
"100 Destino","https://www.cifras.com.br/100-destino","https://www.e-chords.com/t/f1.gif"
"100 Kaô","https://www.cifras.com.br/100-kao","https://www.e-chords.com/t/f1.gif"
"10000 Maniacs","https://www.cifras.com.br/10000-maniacs","https://www.e-chords.com/t/f10.gif"
"10cc","https://www.cifras.com.br/10cc","https://www.e-chords.com/t/f10.gif"
"1000 Generations","https://www.cifras.com.br/1000-generations","https://www.e-chords.com/t/f10.gif"
"107 Faunos","https://www.cifras.com.br/107-faunos","https://www.e-chords.com/t/f68.gif"
"12 Foot Hotdog","https://www.cifras.com.br/12-foot-hotdog","https://www.e-chords.com/t/f2.gif"
"14G","https://www.cifras.com.br/14g","https://www.e-chords.com/t/f1.gif"
"1755","https://www.cifras.com.br/1755","https://www.e-chords.com/t/f68.gif"
"14G","https://www.cifras.com.br/14g","https://www.e-chords.com/t/f1.gif"
"14 bis","https://www.cifras.com.br/14-bis","https://www.e-chords.com/t/f1.gif"
"16 Minutes","https://www.cifras.com.br/16-minutes","https://www.e-chords.com/t/f68.gif"
"12 Foot Hotdog","https://www.cifras.com.br/12-foot-hotdog","https://www.e-chords.com/t/f2.gif"
"121","https://www.cifras.com.br/121","https://www.e-chords.com/t/f1.gif"
"112","https://www.cifras.com.br/112","https://www.e-chords.com/t/f2.gif"
"12 Foot Hotdog","https://www.cifras.com.br/12-foot-hotdog","https://www.e-chords.com/t/f2.gif"
"13th Floor Elevators","https://www.cifras.com.br/13th-floor-elevators","https://www.e-chords.com/t/f10.gif"
"12 Am","https://www.cifras.com.br/12-am","https://www.e-chords.com/t/f68.gif"
"14G","https://www.cifras.com.br/14g","https://www.e-chords.com/t/f1.gif"
"11 Of The 9","https://www.cifras.com.br/11-of-the-9","https://www.e-chords.com/t/f1.gif"
"12-Stones","https://www.cifras.com.br/12-stones","https://www.e-chords.com/t/f10.gif"
"16 Down","https://www.cifras.com.br/16-down","https://www.e-chords.com/t/f2.gif"
"113 Vicios","https://www.cifras.com.br/113-vicios","https://www.e-chords.com/t/f68.gif"
"16 Volt","https://www.cifras.com.br/16-volt","https://www.e-chords.com/t/f2.gif"
"1789 : Les Amants de la Bastille","https://www.cifras.com.br/1789-les-amants-de-la-bastille","https://www.e-chords.com/t/f5.gif"
"114 Errores","https://www.cifras.com.br/114-errores","https://www.e-chords.com/t/f68.gif"
"18 Kilates","https://www.cifras.com.br/18-kilates","https://www.e-chords.com/t/f25.gif"
"18Notch","https://www.cifras.com.br/18notch","https://www.e-chords.com/t/f1.gif"
"14G","https://www.cifras.com.br/14g","https://www.e-chords.com/t/f1.gif"
"12 Foot Hotdog","https://www.cifras.com.br/12-foot-hotdog","https://www.e-chords.com/t/f2.gif"
"12 Golden Country Greats","https://www.cifras.com.br/12-golden-country-greats","https://www.e-chords.com/t/f10.gif"
"120band","https://www.cifras.com.br/120band","https://www.e-chords.com/t/f1.gif"
"14G","https://www.cifras.com.br/14g","https://www.e-chords.com/t/f1.gif"
"16 Horsepower","https://www.cifras.com.br/16-horsepower","https://www.e-chords.com/t/f2.gif"
"18 Hertz","https://www.cifras.com.br/18-hertz","https://www.e-chords.com/t/f10.gif"
"1927","https://www.cifras.com.br/1927","https://www.e-chords.com/t/f2.gif"
"22-20s","https://www.cifras.com.br/22-20s","https://www.e-chords.com/t/f2.gif"
"2DE1","https://www.cifras.com.br/2de1","https://www.e-chords.com/t/f1.gif"
"2 Skinnee Js","https://www.cifras.com.br/2-skinnee-js","https://www.e-chords.com/t/f2.gif"
"24 Horas","https://www.cifras.com.br/24-horas","https://www.e-chords.com/t/f1.gif"
"3 Doors Down","https://www.cifras.com.br/3-doors-down","https://www.e-chords.com/t/f10.gif"
"2 Years Apart","https://www.cifras.com.br/2-years-apart","https://www.e-chords.com/t/f68.gif"
"25 Days","https://www.cifras.com.br/25-days","https://www.e-chords.com/t/f2.gif"
"288","https://www.cifras.com.br/288","https://www.e-chords.com/t/f1.gif"
"1º Igreja Batista Em Trindade","https://www.cifras.com.br/1o-igreja-batista-em-trindade","https://www.e-chords.com/t/f1.gif"
"2 brothers on the 4th floor","https://www.cifras.com.br/2-brothers-on-the-4th-floor","https://www.e-chords.com/t/f10.gif"
"2NE1","https://www.cifras.com.br/2ne1","https://www.e-chords.com/t/f66.gif"
"3 2 1","https://www.cifras.com.br/3-2-1","https://www.e-chords.com/t/f25.gif"
"2PM","https://www.cifras.com.br/2pm","https://www.e-chords.com/t/f66.gif"
"1910 Fruitgum","https://www.cifras.com.br/1910-fruitgum","https://www.e-chords.com/t/f10.gif"
"2 Minutos","https://www.cifras.com.br/2-minutos","https://www.e-chords.com/t/f3.gif"
"3 days grace","https://www.cifras.com.br/3-days-grace","https://www.e-chords.com/t/f10.gif"
"1989 Cliche Street","https://www.cifras.com.br/1989-cliche-street","https://www.e-chords.com/t/f10.gif"
"1Minuto","https://www.cifras.com.br/1minuto","https://www.e-chords.com/t/f1.gif"
"24KGoldn","https://www.cifras.com.br/24kgoldn","https://www.e-chords.com/t/f10.gif"
"28 Days","https://www.cifras.com.br/28-days","https://www.e-chords.com/t/f2.gif"
"2Pac","https://www.cifras.com.br/2pac","https://www.e-chords.com/t/f10.gif"
"2 Espías","https://www.cifras.com.br/2-espias","https://www.e-chords.com/t/f68.gif"
"2ois","https://www.cifras.com.br/2ois","https://www.e-chords.com/t/f1.gif"
"257ers","https://www.cifras.com.br/257ers","https://www.e-chords.com/t/f7.gif"
"26:15","https://www.cifras.com.br/2615","https://www.e-chords.com/t/f1.gif"
"220 Volt","https://www.cifras.com.br/220-volt","https://www.e-chords.com/t/f68.gif"
"2nd Chapter Of Acts","https://www.cifras.com.br/2nd-chapter-of-acts","https://www.e-chords.com/t/f68.gif"
"1Kilo","https://www.cifras.com.br/1kilo","https://www.e-chords.com/t/f1.gif"
"2Polos","https://www.cifras.com.br/2polos","https://www.e-chords.com/t/f1.gif"
"1974 Ad","https://www.cifras.com.br/1974-ad","https://www.e-chords.com/t/f2.gif"
"22-Shed","https://www.cifras.com.br/22-shed","https://www.e-chords.com/t/f2.gif"
"2Face Idibia","https://www.cifras.com.br/2face-idibia","https://www.e-chords.com/t/f34.gif"
"3 De Copas","https://www.cifras.com.br/3-de-copas","https://www.e-chords.com/t/f6.gif"
"2 Unlimited","https://www.cifras.com.br/2-unlimited","https://www.e-chords.com/t/f2.gif"
"2AM","https://www.cifras.com.br/2am","https://www.e-chords.com/t/f66.gif"
"1penny","https://www.cifras.com.br/1penny","https://www.e-chords.com/t/f68.gif"
"1920 Evil Returns","https://www.cifras.com.br/1920-evil-returns","https://www.e-chords.com/t/f68.gif"
"2 Blyga Lppar","https://www.cifras.com.br/2-blyga-lppar","https://www.e-chords.com/t/f68.gif"
"2 Reis","https://www.cifras.com.br/2-reis","https://www.e-chords.com/t/f1.gif"
"21 Savage & Metro Boomin","https://www.cifras.com.br/21-savage-metro-boomin","https://www.e-chords.com/t/f68.gif"
"22 Jacks","https://www.cifras.com.br/22-jacks","https://www.e-chords.com/t/f2.gif"
"2raumwohnung","https://www.cifras.com.br/2raumwohnung","https://www.e-chords.com/t/f7.gif"
"3 blind mice And Casey Hurt","https://www.cifras.com.br/3-blind-mice-and-casey-hurt","https://www.e-chords.com/t/f68.gif"
"1915","https://www.cifras.com.br/1915","https://www.e-chords.com/t/f68.gif"
"3 Asteriscos Com Desarranjo Intestinal","https://www.cifras.com.br/3-asteriscos-com-desarranjo-intestinal","https://www.e-chords.com/t/f1.gif"
"20 Minute Crash","https://www.cifras.com.br/20-minute-crash","https://www.e-chords.com/t/f2.gif"
"288 Worship","https://www.cifras.com.br/288-worship","https://www.e-chords.com/t/f1.gif"
"2Much","https://www.cifras.com.br/2much","https://www.e-chords.com/t/f1.gif"
"3 Nós","https://www.cifras.com.br/3-nos","https://www.e-chords.com/t/f1.gif"
"301 izquierda","https://www.cifras.com.br/301-izquierda","https://www.e-chords.com/t/f68.gif"
"3 Palavrinhas","https://www.cifras.com.br/3-palavrinhas","https://www.e-chords.com/t/f68.gif"
"3 Pill Morning","https://www.cifras.com.br/3-pill-morning","https://www.e-chords.com/t/f68.gif"
"30 Seconds To Mars","https://www.cifras.com.br/30-seconds-to-mars","https://www.e-chords.com/t/f10.gif"
"30! Fatorial","https://www.cifras.com.br/30-fatorial","https://www.e-chords.com/t/f1.gif"
"3 Vallejo","https://www.cifras.com.br/3-vallejo","https://www.e-chords.com/t/f6.gif"
"3-11 Porter","https://www.cifras.com.br/3-11-porter","https://www.e-chords.com/t/f10.gif"
"3 Inches Of Blood","https://www.cifras.com.br/3-inches-of-blood","https://www.e-chords.com/t/f14.gif"
"30 Minutes Til","https://www.cifras.com.br/30-minutes-til","https://www.e-chords.com/t/f68.gif"
"3030","https://www.cifras.com.br/3030","https://www.e-chords.com/t/f1.gif"
"3 doors down feat.bob segar","https://www.cifras.com.br/3-doors-down-featbob-segar","https://www.e-chords.com/t/f10.gif"
"3 for him","https://www.cifras.com.br/3-for-him","https://www.e-chords.com/t/f68.gif"
"3 Dudes And A Mullet","https://www.cifras.com.br/3-dudes-and-a-mullet","https://www.e-chords.com/t/f68.gif"
"3 gars su'l sofa","https://www.cifras.com.br/3-gars-sul-sofa","https://www.e-chords.com/t/f68.gif"
"30db","https://www.cifras.com.br/30db","https://www.e-chords.com/t/f68.gif"
