"Title","Website","Address"
"311","https://www.cifras.com.br/311","https://www.e-chords.com/t/f10.gif"
"32-20 bLUES","https://www.cifras.com.br/32-20-blues","https://www.e-chords.com/t/f10.gif"
"350ml","https://www.cifras.com.br/350ml","https://www.e-chords.com/t/f1.gif"
"38 Special","https://www.cifras.com.br/38-special","https://www.e-chords.com/t/f2.gif"
"30H!3","https://www.cifras.com.br/30h3","https://www.e-chords.com/t/f10.gif"
"36 Questions","https://www.cifras.com.br/36-questions","https://www.e-chords.com/t/f10.gif"
"360 Caos","https://www.cifras.com.br/360-caos","https://www.e-chords.com/t/f1.gif"
"3A","https://www.cifras.com.br/3a","https://www.e-chords.com/t/f68.gif"
"365","https://www.cifras.com.br/365","https://www.e-chords.com/t/f1.gif"
"347aidan","https://www.cifras.com.br/347aidan","https://www.e-chords.com/t/f68.gif"
"3D","https://www.cifras.com.br/3d","https://www.e-chords.com/t/f1.gif"
"37 não é Febre","https://www.cifras.com.br/37-nao-e-febre","https://www.e-chords.com/t/f1.gif"
"31 minutos","https://www.cifras.com.br/31-minutos","https://www.e-chords.com/t/f68.gif"
"33miles","https://www.cifras.com.br/33miles","https://www.e-chords.com/t/f68.gif"
"33 Espadas","https://www.cifras.com.br/33-espadas","https://www.e-chords.com/t/f1.gif"
"360","https://www.cifras.com.br/360","https://www.e-chords.com/t/f12.gif"
"360 Gradi","https://www.cifras.com.br/360-gradi","https://www.e-chords.com/t/f4.gif"
"33 Miles","https://www.cifras.com.br/33-miles","https://www.e-chords.com/t/f10.gif"
"3x7 Ventiuna","https://www.cifras.com.br/3x7-ventiuna","https://www.e-chords.com/t/f68.gif"
"3OH!3","https://www.cifras.com.br/3oh3","https://www.e-chords.com/t/f10.gif"
"4csons","https://www.cifras.com.br/4csons","https://www.e-chords.com/t/f68.gif"
"4 Him","https://www.cifras.com.br/4-him","https://www.e-chords.com/t/f10.gif"
"40meterp","https://www.cifras.com.br/40meterp","https://www.e-chords.com/t/f68.gif"
"3DNós","https://www.cifras.com.br/3dnos","https://www.e-chords.com/t/f1.gif"
"4 Pesos de Propina","https://www.cifras.com.br/4-pesos-de-propina","https://www.e-chords.com/t/f68.gif"
"3js","https://www.cifras.com.br/3js","https://www.e-chords.com/t/f68.gif"
"3oh3","https://www.cifras.com.br/3oh3","https://www.e-chords.com/t/f10.gif"
"4 Cabeça","https://www.cifras.com.br/4-cabeca","https://www.e-chords.com/t/f1.gif"
"433","https://www.cifras.com.br/433","https://www.e-chords.com/t/f1.gif"
"4/1 - Quatro Por Um","https://www.cifras.com.br/41-quatro-por-um","https://www.e-chords.com/t/f1.gif"
"4men","https://www.cifras.com.br/4men","https://www.e-chords.com/t/f68.gif"
"7 Seconds","https://www.cifras.com.br/7-seconds","https://www.e-chords.com/t/f68.gif"
"5th dimension","https://www.cifras.com.br/5th-dimension","https://www.e-chords.com/t/f68.gif"
"4ª Igreja Batista de Macaé","https://www.cifras.com.br/4%C2%AA-igreja-batista-de-macae","https://www.e-chords.com/t/f1.gif"
"5 à Seco","https://www.cifras.com.br/5-a-seco","https://www.e-chords.com/t/f1.gif"
"6ixth Sense","https://www.cifras.com.br/6ixth-sense","https://www.e-chords.com/t/f25.gif"
"4 taste","https://www.cifras.com.br/4-taste","https://www.e-chords.com/t/f1.gif"
"5in Conciencia","https://www.cifras.com.br/5in-conciencia","https://www.e-chords.com/t/f68.gif"
"5prastantas","https://www.cifras.com.br/5prastantas","https://www.e-chords.com/t/f1.gif"
"7 Seconds Of Love","https://www.cifras.com.br/7-seconds-of-love","https://www.e-chords.com/t/f68.gif"
"40 Below Summer","https://www.cifras.com.br/40-below-summer","https://www.e-chords.com/t/f10.gif"
"45 Spacer","https://www.cifras.com.br/45-spacer","https://www.e-chords.com/t/f68.gif"
"7 Minutoz","https://www.cifras.com.br/7-minutoz","https://www.e-chords.com/t/f1.gif"
"4 Seasons Worship","https://www.cifras.com.br/4-seasons-worship","https://www.e-chords.com/t/f68.gif"
"70 Vezes 7","https://www.cifras.com.br/70-vezes-7","https://www.e-chords.com/t/f1.gif"
"70x7","https://www.cifras.com.br/70x7","https://www.e-chords.com/t/f1.gif"
"4life","https://www.cifras.com.br/4life","https://www.e-chords.com/t/f1.gif"
"4Taste","https://www.cifras.com.br/4taste","https://www.e-chords.com/t/f11.gif"
"42nd Look","https://www.cifras.com.br/42nd-look","https://www.e-chords.com/t/f68.gif"
"4 Door Theatre","https://www.cifras.com.br/4-door-theatre","https://www.e-chords.com/t/f68.gif"
"4 One","https://www.cifras.com.br/4-one","https://www.e-chords.com/t/f1.gif"
"5 Seconds Of Summer","https://www.cifras.com.br/5-seconds-of-summer","https://www.e-chords.com/t/f12.gif"
"500 Milhas","https://www.cifras.com.br/500-milhas","https://www.e-chords.com/t/f1.gif"
"5am","https://www.cifras.com.br/5am","https://www.e-chords.com/t/f1.gif"
"6 Day Bender","https://www.cifras.com.br/6-day-bender","https://www.e-chords.com/t/f68.gif"
"6 voltios","https://www.cifras.com.br/6-voltios","https://www.e-chords.com/t/f10.gif"
"68","https://www.cifras.com.br/68","https://www.e-chords.com/t/f68.gif"
"6cyclemind","https://www.cifras.com.br/6cyclemind","https://www.e-chords.com/t/f38.gif"
"7 Quadras","https://www.cifras.com.br/7-quadras","https://www.e-chords.com/t/f1.gif"
"5 Wanita","https://www.cifras.com.br/5-wanita","https://www.e-chords.com/t/f68.gif"
"5Pontos","https://www.cifras.com.br/5pontos","https://www.e-chords.com/t/f1.gif"
"4mp","https://www.cifras.com.br/4mp","https://www.e-chords.com/t/f1.gif"
"4 Non Blondes","https://www.cifras.com.br/4-non-blondes","https://www.e-chords.com/t/f10.gif"
"4ever","https://www.cifras.com.br/4ever","https://www.e-chords.com/t/f1.gif"
"4º Andar","https://www.cifras.com.br/4o-andar","https://www.e-chords.com/t/f1.gif"
"6 AM","https://www.cifras.com.br/6-am","https://www.e-chords.com/t/f10.gif"
"6L6","https://www.cifras.com.br/6l6","https://www.e-chords.com/t/f1.gif"
"6LACK","https://www.cifras.com.br/6lack","https://www.e-chords.com/t/f68.gif"
"4minute","https://www.cifras.com.br/4minute","https://www.e-chords.com/t/f66.gif"
"509-E","https://www.cifras.com.br/509-e","https://www.e-chords.com/t/f1.gif"
"5 Sentidos","https://www.cifras.com.br/5-sentidos","https://www.e-chords.com/t/f68.gif"
"4 Fools","https://www.cifras.com.br/4-fools","https://www.e-chords.com/t/f1.gif"
"403","https://www.cifras.com.br/403","https://www.e-chords.com/t/f68.gif"
"4HIM","https://www.cifras.com.br/4him","https://www.e-chords.com/t/f10.gif"
"67 Special","https://www.cifras.com.br/67-special","https://www.e-chords.com/t/f12.gif"
"4ft Fingers","https://www.cifras.com.br/4ft-fingers","https://www.e-chords.com/t/f10.gif"
"50 cent","https://www.cifras.com.br/50-cent","https://www.e-chords.com/t/f2.gif"
"5inco Minutos","https://www.cifras.com.br/5inco-minutos","https://www.e-chords.com/t/f1.gif"
"6 Cycle Mind","https://www.cifras.com.br/6-cycle-mind","https://www.e-chords.com/t/f38.gif"
"69 Enfermos","https://www.cifras.com.br/69-enfermos","https://www.e-chords.com/t/f68.gif"
"7 Mergulhos","https://www.cifras.com.br/7-mergulhos","https://www.e-chords.com/t/f1.gif"
"7!! Seven Oops","https://www.cifras.com.br/7-seven-oops","https://www.e-chords.com/t/f9.gif"
"78violet","https://www.cifras.com.br/78violet","https://www.e-chords.com/t/f68.gif"
"84","https://www.cifras.com.br/84","https://www.e-chords.com/t/f1.gif"
"883","https://www.cifras.com.br/883","https://www.e-chords.com/t/f4.gif"
"90 degrees","https://www.cifras.com.br/90-degrees","https://www.e-chords.com/t/f1.gif"
"78 Bit","https://www.cifras.com.br/78-bit","https://www.e-chords.com/t/f4.gif"
"98 Degrees","https://www.cifras.com.br/98-degrees","https://www.e-chords.com/t/f2.gif"
"9 Menos Cuarto","https://www.cifras.com.br/9-menos-cuarto","https://www.e-chords.com/t/f68.gif"
"911","https://www.cifras.com.br/911","https://www.e-chords.com/t/f10.gif"
"99RadioService","https://www.cifras.com.br/99radioservice","https://www.e-chords.com/t/f9.gif"
"99 posse","https://www.cifras.com.br/99-posse","https://www.e-chords.com/t/f4.gif"
